accuracy	0.644516	0.680173	0.655862	0.663965	0.659643	0.660724	0.655862	0.664506	0.680173	0.666126	0.694760	0.676391	0.672069	0.672609	0.673690	0.665046	0.664506	0.673690	0.667207	0.663425	0.666667	0.653160	0.672069	0.660184	0.660184	0.670989	0.643976	0.674770	0.674770	0.670448	0.660724	0.662345	0.666126	0.655862	0.659103	0.651540	0.642355	0.656402	0.663425	0.675851	0.649379	0.672069	0.663965	0.667207	0.663425	0.672609	0.671529	0.667747	0.668287	0.654781	0.664938	0.009874
recall	0.635705	0.670766	0.642258	0.651865	0.648259	0.650796	0.641875	0.649014	0.667978	0.656034	0.679826	0.663460	0.660525	0.658669	0.658304	0.652588	0.652206	0.661398	0.658437	0.653980	0.651054	0.639599	0.657275	0.644072	0.643623	0.658038	0.631925	0.661319	0.660880	0.658669	0.649184	0.649146	0.652906	0.644913	0.644539	0.639177	0.627946	0.641117	0.653053	0.659409	0.637516	0.657269	0.651733	0.657063	0.655685	0.659792	0.654456	0.658120	0.655969	0.640395	0.652196	0.009841
precision	0.649090	0.693222	0.654245	0.668238	0.663453	0.663037	0.661017	0.657493	0.685276	0.663542	0.700983	0.681484	0.670740	0.671050	0.676706	0.671736	0.669712	0.674381	0.673664	0.666339	0.661469	0.650429	0.670936	0.658542	0.658626	0.673296	0.642118	0.681185	0.676586	0.668936	0.657814	0.670351	0.666133	0.662367	0.660989	0.652650	0.639356	0.651398	0.677744	0.673097	0.654746	0.670359	0.664231	0.670126	0.667134	0.676994	0.673245	0.672262	0.674047	0.655472	0.666961	0.011625
f1score	0.632179	0.666636	0.641700	0.649742	0.646030	0.649376	0.638468	0.650226	0.666787	0.656555	0.679491	0.661995	0.660895	0.659060	0.657283	0.649569	0.649744	0.661229	0.655798	0.652514	0.652000	0.639288	0.657481	0.643537	0.643009	0.657141	0.630931	0.659253	0.660381	0.659011	0.649516	0.645279	0.652464	0.641214	0.642752	0.637361	0.626877	0.641532	0.646764	0.660221	0.633610	0.657640	0.651133	0.655798	0.653968	0.658283	0.653610	0.656286	0.653612	0.638744	0.650879	0.010163
mcc	0.284481	0.363295	0.296260	0.319683	0.311342	0.313594	0.302287	0.306389	0.352830	0.319488	0.380221	0.344472	0.331107	0.329486	0.334504	0.323758	0.321442	0.335528	0.331752	0.320081	0.312350	0.289826	0.327926	0.302268	0.301877	0.330983	0.273853	0.341927	0.337100	0.327444	0.306876	0.318792	0.318764	0.306783	0.305085	0.291516	0.267058	0.292334	0.329875	0.332224	0.291754	0.327366	0.315717	0.326929	0.322616	0.336346	0.327163	0.330079	0.329520	0.295482	0.318797	0.021145
spd	0.157955	0.157095	0.214285	0.198699	0.158885	0.212687	0.205193	0.232899	0.244710	0.177420	0.229578	0.222040	0.244964	0.203370	0.245830	0.200655	0.182546	0.189721	0.240821	0.233018	0.234831	0.239592	0.248537	0.191227	0.196313	0.257492	0.215554	0.186936	0.259855	0.215781	0.204281	0.202472	0.228856	0.228381	0.224143	0.210452	0.211573	0.219897	0.200118	0.262534	0.222552	0.228517	0.227811	0.208671	0.238043	0.223999	0.224829	0.211904	0.212038	0.235746	0.216506	0.024604
aod	0.136925	0.111738	0.197765	0.168555	0.112707	0.190145	0.180403	0.211620	0.224011	0.148502	0.200491	0.187225	0.226226	0.181615	0.226778	0.185786	0.156757	0.154861	0.206147	0.211590	0.215018	0.209106	0.232966	0.157740	0.179685	0.232121	0.199775	0.148117	0.241194	0.188397	0.172016	0.172682	0.211673	0.197131	0.212922	0.184628	0.201877	0.198139	0.188054	0.255597	0.201544	0.198214	0.211745	0.189458	0.206530	0.197947	0.210481	0.167891	0.200441	0.228706	0.192633	0.029811
eod	0.070449	0.076980	0.129279	0.116516	0.116494	0.123726	0.122513	0.168318	0.115969	0.102560	0.143489	0.145839	0.143302	0.123275	0.145579	0.093231	0.133728	0.117521	0.169560	0.149343	0.198025	0.187274	0.140201	0.135930	0.112635	0.176566	0.144288	0.141472	0.165688	0.144601	0.160022	0.135258	0.163471	0.150009	0.115670	0.136141	0.139411	0.139653	0.082658	0.182931	0.183781	0.172082	0.170436	0.126537	0.188597	0.157745	0.136493	0.151380	0.127411	0.148785	0.140456	0.028198
