accuracy	0.648298	0.674770	0.652620	0.653701	0.659103	0.659103	0.663965	0.673690	0.680713	0.663965	0.691518	0.671529	0.673690	0.670448	0.671529	0.648298	0.660184	0.668287	0.665586	0.668828	0.673150	0.658563	0.674770	0.665586	0.666667	0.667207	0.643436	0.674230	0.672609	0.674770	0.669908	0.661804	0.663965	0.641815	0.658023	0.650999	0.642355	0.668828	0.652620	0.676931	0.658023	0.672609	0.659643	0.676391	0.658563	0.665586	0.669908	0.659103	0.670989	0.656942	0.664516	0.010278
recall	0.636952	0.664154	0.633854	0.637937	0.644437	0.646393	0.647499	0.651675	0.666722	0.649645	0.672453	0.656430	0.658289	0.652043	0.653695	0.633309	0.644529	0.653235	0.654553	0.654341	0.651457	0.641033	0.655830	0.645260	0.646483	0.650247	0.626744	0.658671	0.655354	0.658734	0.654128	0.645238	0.645222	0.627695	0.638131	0.634702	0.621112	0.648330	0.640018	0.652768	0.642429	0.653923	0.641261	0.662566	0.646727	0.649542	0.647719	0.648049	0.655142	0.637935	0.647892	0.010128
precision	0.660687	0.692299	0.656934	0.664539	0.670421	0.666669	0.676603	0.671515	0.689884	0.665003	0.707295	0.680555	0.677167	0.673891	0.678456	0.658268	0.672986	0.672231	0.679054	0.686358	0.673752	0.660569	0.679349	0.670121	0.670651	0.676491	0.646955	0.685671	0.679765	0.678982	0.672110	0.680131	0.672502	0.654770	0.670186	0.658870	0.647397	0.669802	0.675419	0.684247	0.676130	0.675428	0.669979	0.689381	0.673876	0.675835	0.680403	0.665721	0.686901	0.665874	0.673362	0.011097
f1score	0.629589	0.657904	0.629754	0.631534	0.638687	0.642404	0.641743	0.651911	0.664240	0.648605	0.669278	0.653066	0.657112	0.650425	0.650993	0.626621	0.638228	0.651435	0.648859	0.647430	0.650828	0.638797	0.654244	0.642539	0.644110	0.646203	0.622184	0.654720	0.652717	0.657382	0.653051	0.636874	0.640912	0.618672	0.631337	0.629180	0.614568	0.647230	0.628461	0.650278	0.633588	0.652717	0.635650	0.658292	0.639372	0.644974	0.643249	0.644594	0.649130	0.632430	0.643562	0.011561
mcc	0.296691	0.355340	0.289870	0.301305	0.313784	0.312404	0.322793	0.322581	0.355853	0.314273	0.378146	0.336120	0.334924	0.325201	0.331227	0.290507	0.316238	0.324911	0.332705	0.339191	0.324444	0.300969	0.334353	0.314400	0.316211	0.325683	0.272952	0.343282	0.334228	0.337108	0.325742	0.323493	0.316551	0.281164	0.306645	0.292576	0.267219	0.317407	0.313445	0.335542	0.316771	0.328648	0.309912	0.350923	0.319451	0.324313	0.326489	0.313272	0.340566	0.302522	0.320207	0.020687
spd	0.057690	0.061312	0.097842	0.092121	0.047293	0.094059	0.099455	0.111404	0.152293	0.050439	0.111541	0.097073	0.148181	0.060630	0.133274	0.092084	0.038389	0.070678	0.118809	0.101093	0.115442	0.134902	0.121822	0.091483	0.093790	0.125198	0.079351	0.094459	0.132271	0.095954	0.085811	0.105110	0.125821	0.111027	0.121220	0.083965	0.089535	0.085354	0.101365	0.131569	0.114728	0.086977	0.102153	0.056636	0.118095	0.107597	0.109774	0.074404	0.093621	0.100738	0.098517	0.025401
aod	0.065743	0.022904	0.074484	0.063901	0.043818	0.064674	0.061886	0.093186	0.120310	0.012561	0.073363	0.063140	0.120501	0.037339	0.105687	0.090471	0.028514	0.057212	0.081722	0.068474	0.092983	0.104168	0.100795	0.053391	0.069724	0.092344	0.056587	0.052593	0.104503	0.066927	0.051407	0.072711	0.104692	0.075464	0.100728	0.053087	0.078627	0.042521	0.085901	0.121335	0.091875	0.052784	0.078344	0.041190	0.084936	0.074362	0.088181	0.026291	0.079059	0.086970	0.072687	0.025549
eod	0.030887	0.009550	0.035969	0.014877	0.033153	0.025057	0.038373	0.032995	0.045986	0.000774	0.053729	0.019668	0.068263	0.003686	0.056104	0.009909	0.030720	0.014957	0.052939	0.049000	0.084995	0.076922	0.022137	0.041364	0.023321	0.067147	0.030859	0.056971	0.063551	0.024453	0.038516	0.045364	0.078786	0.057460	0.040358	0.021182	0.024201	0.036019	0.008854	0.066667	0.076184	0.039006	0.082426	0.010620	0.079819	0.070643	0.046149	0.028393	0.020493	0.038888	0.040567	0.022569
