accuracy	0.642896	0.638574	0.642355	0.642896	0.646677	0.628309	0.656942	0.655862	0.651540	0.647218	0.647758	0.648298	0.658023	0.656942	0.651540	0.628849	0.645597	0.658563	0.647218	0.653701	0.653701	0.661264	0.666126	0.646677	0.654781	0.658023	0.637493	0.663425	0.653701	0.649919	0.647218	0.648838	0.642896	0.648838	0.645057	0.645057	0.642355	0.654241	0.636413	0.658023	0.640194	0.639654	0.634252	0.652620	0.652620	0.661264	0.658563	0.659103	0.652620	0.642896	0.649152	0.008488
recall	0.639011	0.633884	0.636246	0.636111	0.642026	0.624732	0.651364	0.648332	0.646661	0.644113	0.640613	0.641592	0.652663	0.651027	0.642157	0.623790	0.640747	0.652492	0.642313	0.649195	0.646733	0.654182	0.658830	0.641346	0.647543	0.652411	0.631497	0.658726	0.647963	0.642890	0.642350	0.642668	0.638562	0.643114	0.638497	0.639747	0.636374	0.647056	0.630023	0.650331	0.633951	0.632097	0.627718	0.649065	0.648949	0.655510	0.650808	0.654351	0.647772	0.636835	0.643339	0.008314
precision	0.641436	0.637789	0.637824	0.640189	0.644018	0.625610	0.654083	0.648945	0.648513	0.643904	0.643501	0.645163	0.654062	0.652237	0.647490	0.625807	0.642761	0.654873	0.646273	0.651603	0.647489	0.656842	0.661380	0.641865	0.649564	0.654572	0.633468	0.660554	0.649678	0.645540	0.643024	0.646535	0.639049	0.647422	0.641009	0.641727	0.637714	0.648401	0.637238	0.651997	0.638127	0.634003	0.630088	0.650164	0.651199	0.658355	0.653674	0.657416	0.649934	0.638753	0.645657	0.008215
f1score	0.639093	0.633490	0.636697	0.636260	0.642376	0.624957	0.651844	0.648605	0.647083	0.643999	0.641160	0.641975	0.653123	0.651467	0.642647	0.624010	0.641109	0.653066	0.642163	0.649527	0.647055	0.654867	0.659564	0.641568	0.648156	0.652940	0.631908	0.659204	0.648460	0.643467	0.642618	0.642885	0.638762	0.643086	0.638988	0.640157	0.636796	0.647552	0.628388	0.650922	0.633885	0.632627	0.628103	0.649378	0.649153	0.656046	0.651528	0.654658	0.648178	0.637296	0.643657	0.008476
mcc	0.280436	0.271645	0.274065	0.276270	0.286037	0.250341	0.305435	0.297276	0.295168	0.288017	0.284099	0.286733	0.306722	0.303261	0.289598	0.249589	0.283500	0.307356	0.288558	0.300788	0.294222	0.311012	0.320200	0.283211	0.297100	0.306975	0.264958	0.319275	0.297636	0.288419	0.285373	0.289176	0.277610	0.290504	0.279494	0.281467	0.274085	0.295454	0.267164	0.302323	0.272046	0.266093	0.257795	0.299226	0.300140	0.313852	0.304468	0.311752	0.297698	0.275581	0.288984	0.016480
spd	0.075839	0.075791	0.097409	0.114917	0.130411	0.075872	0.077050	0.093530	0.084001	0.094259	0.088553	0.098973	0.114878	0.064857	0.098588	0.074204	0.088321	0.104647	0.077838	0.069342	0.096778	0.056833	0.080617	0.062703	0.058511	0.094404	0.052395	0.090123	0.133302	0.116265	0.084853	0.066701	0.083220	0.097042	0.102324	0.099147	0.072773	0.064764	0.098997	0.088168	0.088794	0.112245	0.102649	0.073156	0.056882	0.140008	0.028282	0.096452	0.100635	0.097718	0.087920	0.021367
aod	0.054992	0.061635	0.069814	0.085030	0.104945	0.060499	0.044864	0.076372	0.060534	0.075911	0.064736	0.087362	0.096021	0.037837	0.075054	0.053275	0.053438	0.086634	0.058909	0.045895	0.069497	0.035117	0.051265	0.037079	0.034348	0.066791	0.025350	0.057736	0.107382	0.106498	0.070299	0.036619	0.053197	0.077900	0.075232	0.078237	0.043070	0.042147	0.093323	0.072025	0.074908	0.085429	0.086300	0.047313	0.024516	0.107627	0.029706	0.064479	0.080802	0.078818	0.065335	0.021876
eod	0.001850	0.004266	0.072767	0.075305	0.065661	0.023267	0.019363	0.009202	0.053841	0.021237	0.063049	0.031846	0.077757	0.015922	0.062668	0.008762	0.054798	0.060889	0.014665	0.002303	0.049777	0.023415	0.040311	0.041639	0.029095	0.048623	0.032245	0.053583	0.064788	0.028131	0.029268	0.034864	0.050277	0.004788	0.057958	0.035337	0.040613	0.002171	0.066915	0.034478	0.023389	0.052733	0.046978	0.024116	0.007103	0.076081	0.021803	0.036888	0.059782	0.044069	0.038013	0.021899
