accuracy	0.903684	0.903903	0.900842	0.902591	0.903794	0.901716	0.905543	0.900842	0.903356	0.902700	0.900842	0.907839	0.899311	0.907401	0.899639	0.897999	0.899093	0.902263	0.901826	0.901170	0.895813	0.904012	0.903466	0.899749	0.903794	0.906745	0.897671	0.904559	0.903903	0.903356	0.903466	0.909806	0.899311	0.903247	0.901170	0.899639	0.903575	0.900951	0.901607	0.904122	0.902372	0.905433	0.901935	0.904887	0.904996	0.901388	0.904996	0.903247	0.902154	0.901388	0.902582	0.002632
recall	0.728953	0.729625	0.722820	0.728350	0.717941	0.727513	0.733530	0.717169	0.727857	0.722974	0.729147	0.727005	0.726951	0.725076	0.725323	0.712694	0.722315	0.729974	0.718152	0.716028	0.714123	0.735790	0.730774	0.726570	0.730657	0.735764	0.713943	0.735018	0.736889	0.732086	0.726162	0.734620	0.717315	0.731332	0.723764	0.711488	0.723470	0.721043	0.725453	0.719935	0.723195	0.728599	0.727440	0.727439	0.730953	0.728402	0.735368	0.726479	0.723797	0.718114	0.725708	0.006409
precision	0.788458	0.797050	0.787318	0.797447	0.789105	0.782456	0.798520	0.789507	0.791084	0.803757	0.787704	0.806961	0.787126	0.796908	0.776972	0.780950	0.775313	0.782665	0.785554	0.787177	0.771317	0.801401	0.787660	0.793708	0.799461	0.798997	0.774520	0.784635	0.787696	0.794406	0.789885	0.794907	0.788165	0.792963	0.785531	0.788967	0.787314	0.786934	0.784733	0.795768	0.789005	0.791467	0.792423	0.793931	0.793662	0.785467	0.791183	0.789521	0.790724	0.789272	0.789753	0.007055
f1score	0.753687	0.756998	0.749042	0.756192	0.746291	0.750611	0.760217	0.745752	0.753815	0.754274	0.753485	0.758384	0.751763	0.753902	0.747194	0.739830	0.744615	0.752319	0.745258	0.744238	0.737668	0.762662	0.754626	0.753660	0.758485	0.761931	0.738652	0.756349	0.758656	0.757799	0.752263	0.759853	0.745387	0.756802	0.749116	0.741422	0.749574	0.747688	0.750010	0.749767	0.749896	0.754510	0.753924	0.754510	0.756830	0.752236	0.758933	0.752353	0.750859	0.746376	0.751813	0.005886
mcc	0.513978	0.522342	0.506045	0.521237	0.502028	0.507001	0.528065	0.501485	0.515074	0.520499	0.513523	0.527946	0.510543	0.517017	0.499633	0.488903	0.494797	0.509924	0.499176	0.498151	0.482058	0.533169	0.515303	0.515927	0.525634	0.531010	0.484692	0.517278	0.522118	0.522791	0.512098	0.526084	0.500490	0.520660	0.505535	0.494421	0.506779	0.503685	0.506730	0.510097	0.507954	0.516252	0.515786	0.517113	0.520854	0.510691	0.523585	0.512134	0.510150	0.502372	0.511416	0.011486
spd	0.079641	0.104755	0.089061	0.071920	0.063576	0.061920	0.057451	0.100893	0.091178	0.087287	0.060841	0.054509	0.105364	0.088263	0.078552	0.059181	0.102410	0.050118	0.121885	0.087964	0.076879	0.077661	0.108666	0.081472	0.083241	0.053497	0.068037	0.073296	0.127924	0.078674	0.046140	0.055861	0.108096	0.050527	0.093491	0.071166	0.058365	0.084978	0.090503	0.088153	0.083730	0.075132	0.051409	0.102076	0.078577	0.054510	0.088666	0.043267	0.092508	0.064872	0.078563	0.019956
aod	0.057794	0.063528	0.037154	0.054922	0.014314	0.010414	0.016882	0.059781	0.094209	0.044056	0.052866	0.012627	0.069037	0.045847	0.028674	0.035554	0.088871	0.019309	0.113556	0.087383	0.045596	0.067127	0.064129	0.039891	0.025950	0.059883	0.029240	0.041169	0.067749	0.047906	0.031251	0.065924	0.071627	0.025448	0.068493	0.038738	0.034039	0.037930	0.076442	0.019509	0.007380	0.040744	0.053634	0.060628	0.022103	0.015697	0.030693	0.023425	0.081064	0.026131	0.046526	0.024116
eod	0.072963	0.089703	0.016652	0.090039	0.005138	0.011420	0.015791	0.063977	0.155196	0.047477	0.066318	0.005469	0.105316	0.083035	0.024985	0.057830	0.133887	0.036642	0.170735	0.137273	0.042053	0.095614	0.069450	0.060177	0.013830	0.083399	0.016576	0.074749	0.088319	0.070318	0.051834	0.118567	0.068121	0.028578	0.113493	0.052758	0.038160	0.045492	0.096995	0.006168	0.003622	0.052302	0.075363	0.079654	0.025403	0.006364	0.000261	0.038102	0.132378	0.028205	0.061323	0.042282
