accuracy	0.903247	0.902263	0.899749	0.901170	0.902591	0.903466	0.906636	0.901498	0.901498	0.902044	0.902482	0.905215	0.898983	0.905324	0.899093	0.898546	0.899858	0.904340	0.903356	0.902154	0.896359	0.900732	0.903356	0.901060	0.905324	0.904012	0.898546	0.903247	0.904559	0.902591	0.904231	0.908932	0.900077	0.901607	0.903466	0.897343	0.902919	0.900405	0.901170	0.904450	0.900951	0.904340	0.903356	0.905215	0.905105	0.899530	0.902919	0.903138	0.905105	0.901388	0.902379	0.002436
recall	0.727948	0.726488	0.712644	0.725376	0.715726	0.731905	0.734155	0.720847	0.726049	0.724725	0.737730	0.720626	0.727837	0.721955	0.720882	0.713007	0.721999	0.731160	0.723927	0.721431	0.713699	0.725329	0.729581	0.730136	0.733344	0.726320	0.714443	0.728870	0.735757	0.729087	0.726224	0.731326	0.720642	0.728554	0.724706	0.705071	0.723096	0.718146	0.726325	0.719748	0.719401	0.729890	0.729710	0.731396	0.734400	0.721413	0.726628	0.720417	0.729176	0.720701	0.724799	0.006561
precision	0.787192	0.792090	0.786651	0.793275	0.785220	0.787331	0.802426	0.790678	0.784965	0.800379	0.790767	0.799002	0.785726	0.789894	0.776159	0.782861	0.777981	0.789611	0.789392	0.789056	0.773264	0.793280	0.787624	0.797148	0.804195	0.792133	0.777465	0.781677	0.790292	0.792660	0.792712	0.792657	0.789843	0.787997	0.793676	0.782372	0.785022	0.785857	0.782957	0.797156	0.784988	0.787083	0.796849	0.793783	0.792916	0.780938	0.786409	0.791167	0.799900	0.788385	0.789261	0.006532
f1score	0.752569	0.753170	0.741590	0.752740	0.743469	0.755261	0.761963	0.748753	0.750487	0.754512	0.760277	0.751281	0.751882	0.749416	0.743953	0.740660	0.745345	0.755578	0.750559	0.748676	0.738036	0.752693	0.753815	0.757285	0.761922	0.753124	0.739979	0.751265	0.758864	0.755153	0.753253	0.756853	0.748296	0.753206	0.752480	0.734688	0.748542	0.745300	0.749979	0.750062	0.745921	0.753860	0.756973	0.757177	0.758898	0.745940	0.751405	0.748662	0.757639	0.747926	0.751027	0.005956
mcc	0.511722	0.514413	0.493780	0.514187	0.496102	0.516269	0.532221	0.506736	0.507606	0.519626	0.525829	0.513683	0.510290	0.507319	0.493957	0.490923	0.496836	0.517480	0.509127	0.505987	0.483306	0.514139	0.513938	0.523008	0.532849	0.514259	0.487855	0.507808	0.523214	0.517859	0.514659	0.520382	0.505773	0.513120	0.513773	0.481274	0.504330	0.499434	0.506123	0.511075	0.500107	0.513800	0.522260	0.521460	0.524060	0.498812	0.509542	0.506668	0.524327	0.504567	0.509958	0.011474
spd	0.087061	0.092270	0.085289	0.068018	0.086555	0.088701	0.074530	0.106782	0.078141	0.062029	0.068887	0.071378	0.084409	0.099493	0.080466	0.072275	0.103649	0.056130	0.120530	0.082018	0.073485	0.079687	0.101513	0.068874	0.071588	0.086501	0.064808	0.075092	0.141033	0.087234	0.075717	0.069018	0.087437	0.038677	0.088558	0.079930	0.053845	0.093570	0.077545	0.085108	0.084067	0.080484	0.048013	0.100164	0.080578	0.067568	0.074953	0.050879	0.089183	0.086613	0.080607	0.017454
aod	0.078380	0.040116	0.051860	0.047916	0.050827	0.024087	0.024023	0.060150	0.064488	0.027984	0.047277	0.030375	0.031645	0.055513	0.034142	0.058645	0.097182	0.022971	0.101429	0.078714	0.035382	0.061169	0.073324	0.022817	0.031670	0.033278	0.027138	0.027420	0.082907	0.056021	0.014384	0.076730	0.041199	0.027029	0.053822	0.063013	0.008144	0.063230	0.058931	0.017800	0.007169	0.049080	0.065225	0.055542	0.024457	0.030824	0.048683	0.007482	0.075015	0.026414	0.045860	0.022814
eod	0.114392	0.044033	0.060185	0.076931	0.069048	0.012353	0.003636	0.055795	0.097679	0.026899	0.051177	0.026606	0.036588	0.087810	0.035151	0.098087	0.154201	0.036642	0.141838	0.125455	0.020727	0.074912	0.107421	0.036188	0.034841	0.011050	0.016576	0.030572	0.106894	0.076630	0.027287	0.125292	0.022202	0.042502	0.081325	0.102208	0.001806	0.100795	0.072518	0.007103	0.003840	0.066094	0.097387	0.070377	0.015599	0.027273	0.041168	0.004295	0.123328	0.014286	0.058340	0.040952
