accuracy	0.837326	0.838653	0.838947	0.839095	0.839758	0.840938	0.839611	0.841306	0.840643	0.840127	0.838947	0.842633	0.840716	0.842191	0.841011	0.842928	0.845802	0.843001	0.842928	0.841232	0.841380	0.838726	0.835999	0.839685	0.842264	0.845655	0.841748	0.844623	0.843812	0.840422	0.845950	0.843001	0.839832	0.839021	0.840348	0.841822	0.841380	0.839390	0.841527	0.843149	0.842854	0.838284	0.839685	0.840348	0.842191	0.843149	0.845581	0.843296	0.843960	0.842633	0.841390	0.002205
recall	0.761153	0.766668	0.762639	0.764210	0.768912	0.766015	0.767259	0.767317	0.764216	0.764184	0.763636	0.769935	0.767212	0.770104	0.765378	0.769869	0.774433	0.766035	0.771568	0.764357	0.766860	0.762020	0.761359	0.763826	0.766235	0.772092	0.766671	0.769652	0.773263	0.769346	0.768857	0.766863	0.764406	0.764788	0.766545	0.764406	0.764644	0.770464	0.767660	0.763707	0.769522	0.763444	0.763880	0.765337	0.769331	0.767973	0.769942	0.768137	0.767885	0.767020	0.766825	0.002997
precision	0.790207	0.787848	0.793675	0.788879	0.787395	0.790249	0.787763	0.794231	0.789450	0.788603	0.790902	0.795007	0.793003	0.793015	0.792038	0.793398	0.797176	0.795403	0.792376	0.791557	0.790756	0.788828	0.782018	0.787565	0.797178	0.801382	0.789221	0.797077	0.793976	0.792741	0.797277	0.792364	0.787047	0.785441	0.787815	0.795992	0.792446	0.791111	0.790659	0.795492	0.793495	0.788022	0.787611	0.789717	0.789751	0.792032	0.798943	0.797477	0.798790	0.799201	0.792072	0.004006
f1score	0.773547	0.776124	0.775756	0.775027	0.777297	0.776692	0.776460	0.778992	0.775278	0.774928	0.775413	0.780935	0.778460	0.780271	0.776969	0.780289	0.784571	0.778654	0.780915	0.776160	0.777412	0.773638	0.770598	0.774306	0.779386	0.784696	0.776712	0.781575	0.782577	0.779671	0.781185	0.778056	0.774463	0.774052	0.776063	0.777786	0.776668	0.779699	0.777865	0.777206	0.780114	0.774216	0.774356	0.776063	0.778525	0.778613	0.782461	0.780732	0.781056	0.780600	0.777862	0.002970
mcc	0.550594	0.554112	0.555447	0.552538	0.556000	0.555735	0.554643	0.560903	0.553091	0.552248	0.553868	0.564385	0.559621	0.562653	0.556778	0.562775	0.571157	0.560669	0.563560	0.555248	0.557104	0.550195	0.542983	0.550880	0.562563	0.572726	0.555434	0.566065	0.566861	0.561600	0.565420	0.558646	0.550988	0.549841	0.553952	0.559507	0.556395	0.561195	0.557845	0.558296	0.562507	0.550918	0.550980	0.554519	0.558709	0.559487	0.568145	0.564852	0.565831	0.565306	0.558316	0.006088
spd	0.101680	0.097728	0.099817	0.099641	0.097883	0.095904	0.108116	0.098837	0.096628	0.090998	0.095762	0.103647	0.099875	0.099529	0.095416	0.094071	0.098370	0.080042	0.101216	0.104143	0.097127	0.086757	0.090654	0.086380	0.087335	0.101592	0.100108	0.096730	0.111547	0.098248	0.083282	0.091403	0.100622	0.112387	0.102153	0.090774	0.097886	0.088057	0.103742	0.095222	0.095638	0.095034	0.098950	0.095961	0.094386	0.097008	0.095729	0.104639	0.100092	0.085432	0.096884	0.006499
aod	0.035042	0.032441	0.045824	0.043559	0.022069	0.041433	0.064057	0.055216	0.050819	0.046580	0.034999	0.030764	0.050558	0.051403	0.029717	0.041826	0.038956	0.030757	0.041684	0.074577	0.033167	0.029229	0.020210	0.025912	0.020430	0.038277	0.043069	0.026432	0.049983	0.033521	0.028677	0.029666	0.055180	0.068122	0.055445	0.038472	0.054602	0.034183	0.042625	0.033220	0.039646	0.025402	0.029303	0.040596	0.035278	0.036746	0.036256	0.047097	0.046833	0.025926	0.039716	0.011921
eod	0.020821	0.016770	0.047152	0.037528	0.003063	0.040644	0.076502	0.070525	0.060027	0.059239	0.022667	0.014161	0.057379	0.055329	0.014633	0.036481	0.036751	0.024999	0.036820	0.104133	0.016517	0.012897	0.001713	0.012326	0.003637	0.027525	0.038761	0.009650	0.041565	0.015634	0.023404	0.016117	0.058765	0.089151	0.065570	0.034885	0.058032	0.025877	0.040548	0.028563	0.038587	0.006464	0.014944	0.045724	0.020627	0.034577	0.025805	0.048478	0.058621	0.014991	0.035312	0.022666
